,Title,URL,Album,InAnAlbum,Lyrics
205,Waiting on the World to Change,https://genius.com/John-mayer-waiting-on-the-world-to-change-lyrics,Continuum,True,"Me and all my friends
We're all misunderstood
They say we stand for nothing and
There's no way we ever could
Now we see everything that's going wrong
With the world and those who lead it
We just feel like we don't have the means
To rise above and beat it
So we keep waiting
Waiting on the world to change
We keep on waiting
Waiting on the world to change
It's hard to beat the system
When we're standing at a distance
So we keep waiting
Waiting on the world to change
Now if we had the power
To bring our neighbors home from war
They would have never missed a Christmas
No more ribbons on their door
But when you trust your television
What you get is what you got
Because when they own the information, oh
They can bend it all they want
That's why we're waiting
Waiting on the world to change
We keep on waiting
Waiting on the world to change
It's not that we don't care
We just know that the fight ain't fair
So we keep on waiting
Waiting on the world to change
And we're still waiting
Waiting on the world to change
We keep on waiting, waiting on the world to change
One day our generation
Is going to rule the population
So we keep on waiting
Waiting on the world to change
Now we keep on waiting
Waiting on the world to change
We keep on waiting
Waiting on the world to change
Waiting on the world to change
Waiting on the world to change
Waiting on the world to change"
208,Waitin’ on the Day,https://genius.com/John-mayer-waitin-on-the-day-lyrics,Paradise Valley,True,"Waiting on the day
Where my thoughts are my own
When this house is my home
And plans are made
When you'll be there for me babe
When you'll love me all the way
When you take my side in every little firefight
When you hang your things and stay
I'm waiting on the day
When my life on the run
Bleaches out in the sun
And shows my age
I'm waiting on the day
When that voice comes to say
It's not wrong what you did
For just a kid
When you'll be there for me babe
When you'll love me all the way
When you take my side in every little firefight
When you hang your things and stay
I'm waiting on the day
Waiting on the day
When these words are in stone
When the kids are all grown
And we go dancing
Oh can you do it babe?
Can you love me all the way?
Will you tie me tight in little strands of paradise?
Will you walk with me before the morning fades?
I'm waiting on the day
Come back
Come back in our home
Come back in our home
Come back in our home"
210,"Walt Grace’s Submarine Test, January 1967",https://genius.com/John-mayer-walt-graces-submarine-test-january-1967-lyrics,Born and Raised,True,"Walt Grace
Desperately hating his whole place
Dreamed to discover a new space
And buried himself alive
Inside his basement
Tongue on the side of his face meant
He's working away on displacement
And what it would take to survive
Because when you're done with this world
You know the next is up to you
And his wife told his kids he was crazy
And his friends said he'd fail if he'd try
But with the will to work hard
And a library card
He took a homemade, fan-blade
One-man submarine ride
That morning
The sea was mad and I mean it
Waves as big as he'd seen it
Deep in his dreams at home
From dry land
He rolled it over to wet sand
Closed the hatch up with one hand
And peddled off alone
Cause when you're done with this world
You know the next is up to you
And for once in his life it was quiet
As he learned how to turn in the tide
And the sky was a flare
As he came up for air
In his homemade, fan-blade
One-man submarine ride
One evening
When weeks had passed since he's leaving
The call she planned on receiving
Finally made it home
She accepted
The news she never expected
The operator connected
The call from Tokyo
Cause when you're done with this world
You know the next is up to you
Now his friends bring him up when they're drinking
At the bar with his name on the side
And they smile when they can
As they speak of the man
Who took a homemade, fan-blade
One-man submarine ride"
212,War of My Life,https://genius.com/John-mayer-war-of-my-life-lyrics,Battle Studies,True,"Come out angels, come out ghosts
Come out darkness, bring everyone you know
I'm not running, and I'm not scared
I am waiting, and well prepared
I'm in the war of my life
At the door of my life
Out of time, and there's nowhere to run
I got a hammer, and a heart of glass
I got to know right now, which walls to smash
I got to pocket, got no pills
If fear hasn't killed me yet, then nothing will
All the suffering
And all the pain
Never left a name
I'm in the war of my life
At the door of my life
Out of time, and there's nowhere to run
I'm in the war of my life
At the door of my life
Out of time, and there's nowhere to run
No more suffering
No more pain
Never again
I'm in the war of my life
At the door of my life
Out of time, and there's nowhere to run
I'm in the war of my life
At the door of my life
Out of time, and there's nowhere to run
So fight on 
Fight on, everyone 
Fight on, got no choice but to fight until it's done 
So fight on
So fight on 
Fight on, everyone 
Fight on, got no choice but to fight until it's done 
So fight on"
213,Wheel,https://genius.com/John-mayer-wheel-lyrics,Heavier Things,True,"People have the right to fly
And will when it gets compromised
Their hearts say ""move along""
Their minds say ""gotcha heart""
""Let's move it along""
Move it along
And airports see it all the time
Where someone's last goodbye
Blends in with someone's sigh
Cause someone's coming home
In hand a single rose
And that's the way this wheel keeps working now
That's the way this wheel keeps working now
And I won't be the last
No, I won't be the last
To love her
And you can't build a house of leaves
And live like it's an evergreen
It's just a season thing
It's just this thing that seasons do
And that's the way this wheel keeps working now
That's the way this wheel keeps working now
And you won't be the first
No, you won't be the first
To love me
You can find me
If you ever want again
I'll be around the bend
I'll be around the bend
I'll be around, I'll be around
And if you never stop when you wave goodbye
You just might find if you give it time, you will wave hello again
You just might wave hello again
And that's the way this wheel keeps working now
That's the way this wheel keeps working now
You can't love too much, one part of it
You can't love too much, one part of it
You can't love too much, one part of it
You can't love too much, one part of it
I believe 
That my life's going to see 
The love I give return to me 
I believe 
That my life's going to see 
The love I give return to me
I believe
That my life's going to see the love I give return to me"
215,"Whiskey, Whiskey, Whiskey",https://genius.com/John-mayer-whiskey-whiskey-whiskey-lyrics,Born and Raised,True,"We pick up in New York City
I'm tryna find a man I never got to be
But when I push down on the pavement
I found the whole thing so much harder than it seemed
The only deal I ever signed
No devil drew a dotted line
The stage was set, the words were mine
I'm not complaining
Whiskey, whiskey, whiskey
Water, water, water, sleep
Whiskey, whiskey, whiskey
Wake up, shake it off, and repeat
It's just a phase, it's not forever
It's just a phase, but I still might have a ways to go
Every night around this time
My friends and I, we treat it like a race
When I really start to break it down
I wouldn't trust a girl who knew about this place
Barking on with no one left
Speak softly underneath my breath
""Hey world, you ain't seen nothing yet""
Great, now it's raining
Whiskey, whiskey, whiskey
Water, water, water, sleep
Whiskey, whiskey, whiskey
Wake up, shake it off, and repeat
It's just a phase, it's not forever
It's just a phase, but I still might have a ways to go
Whiskey, whiskey, whiskey
Water, water, water sleep
Dreamed somebody missed me
Wake up, shake it off, and repeat
And repeat and repeat after me
Whiskey, whiskey, whiskey
Water, water, water, sleep
Whiskey, whiskey, whiskey
Wake up, shake it off, and repeat
It's just a phase, it's not forever
It's just a phase, but I still might have a ways to go
Whiskey, whiskey, whiskey
Water, water, water sleep
Whiskey, whiskey, whiskey
Cut me off and pour me in the street"
217,Who Says,https://genius.com/John-mayer-who-says-lyrics,Battle Studies,True,"Who says I can’t get stoned?
Turn off the lights and the telephone
Me, in my house alone
Who says I can’t get stoned?
Who says I can’t be free?
From all of the things that I used to be
Re-write my history
Who says I can’t be free?
It’s been a long night in New York City
It’s been a long night in Baton Rouge
I don’t remember you looking any better
But then again, I don’t remember you
Who says I can’t get stoned?
Call up a girl that I used to know
Fake love for an hour or so
Who says I can’t get stoned?
Who says I can’t take time?
Meet all the girls on the county line
Wait on fate to send a sign
Who says I can’t take time?
It’s been a long night in New York City
It’s been a long night in Austin too
I don’t remember you looking any better
But then again, I don’t remember you
Who says I can’t get stoned?
Plan a trip to Japan alone
Doesn’t matter if I even go
Who says I can’t get stoned?
It’s been a long night in New York City
It’s been a long time since 22
I don’t remember you looking any better
But then again I don’t remember, don't remember you"
218,Who You Love,https://genius.com/John-mayer-who-you-love-lyrics,Paradise Valley,True,"You love, who you love
Who you love
You love, who you love
Who you love
My girl, she isn't the one
I saw coming
And sometimes I don't know which way to go
And I tried to run before
But I'm not running anymore
Because I've fought against it hard enough to know
That you love, who you love
Who you love
You love, who you love
Who you love
You love, who you love
Who you love
Oh, you can't make yourself stop dreaming
Who you're dreaming of
If it's who you love
Then it's who you love
My boy ain't the one that I saw coming
And some have said his heart's too hard to hold
And it takes a little time
But you should see him when he shines
You never want to let that feeling go
When you love, who you love
Who you love
You love, who you love
Who you love
Yeah, you love, who you love
Who you love
Oh, you can't make yourself stop dreaming
Who you're dreaming of
If it's who you love
Then it's who you love
Oh you love, who you love
Who you love
You love, who you love
Who you love
You love, who you love
Who you love
Oh, you can't make yourself stop dreaming
Who you're dreaming of
If it's who you love
Then it's who you love
It's who you love
Who you love
Who you love
Who you love
You're the one I love"
219,Why Georgia,https://genius.com/John-mayer-why-georgia-lyrics,Room for Squares,True,"I am driving up '85 in the
Kind of morning that lasts all afternoon
Just stuck inside the gloom
4 more exits to my apartment but
I am tempted to keep the car in drive
And leave it all behind
Because I wonder sometimes
About the outcome
Of a still verdictless life
Am I living it right?
Am I living it right?
Am I living it right?
Why Georgia, why?
I rent a room and I fill the spaces with
Wood in places to make it feel like home
But all I feel's alone
It might be a quarter life crisis
Or just the stirring in my soul
Either way--I wonder sometimes
About the outcome
Of a still verdictless life
Am I living it right?
Am I living it right?
Am I living it right?
Why Georgia, why?
So what, so I've got a smile on
But it's hiding the quiet superstitions in my head
Don't believe me
Don't believe me
When I say I've got it down
Everybody is just a stranger but
That's the danger in going my own way
I guess it's the price I have to pay
Still ""everything happens for a reason""
Is no reason not to ask myself
Am I living it right?
Am I living it right?
Am I living it right?
Why? Tell me why?
Why? Why Georgia, why?"
223,Wildfire,https://genius.com/John-mayer-wildfire-lyrics,Paradise Valley,True,"River's strong, you can't swim inside it
We could string some lights up the hill beside it
Tonight the moon's so bright you could drive with your headlights out
Because a little bit of summer's what the whole year's all about
You look fine, fine, fine
Put your feet up next to mine
We can watch that water line get higher and higher
Say, say, say
Hasn't it been some kind of day?
You and me been catching on like a wildfire
Don't get up, just to
Get another, you can
Drink from mine, we can't
Leave each other
We can dance with the dead
You can rest your head on my shoulder
If you want to get older with me
Because a little bit of summer makes a lot of history
I got a rock from the river
In my medicine bag
Magpie feather
In his medicine bag"
224,Wildfire Interlude,https://genius.com/John-mayer-wildfire-interlude-lyrics,Paradise Valley,True,"Only a nascent trying to harness huge fire
Out on the beach in the darkness starting bonfire
So gorgeous, a man might cry
Burning trees in the basement start a cool fire
Feel my heartbeat racing, baby you're on fire
So gorgeous, a man might cry
Back in Paris you told me you were suicidal
It's not a vacation if I lose you to the Eiffel
You're gorgeous but you can't fly
A hidden admirer sent me roses white as fire
We took our handfuls it was war, flower fighter
Wildfire
Wildfire
Wildfire
Wildfire"
227,Your Body Is a Wonderland,https://genius.com/John-mayer-your-body-is-a-wonderland-lyrics,Room for Squares,True,"We got the afternoon
You got this room for two
One thing I've left to do
Discover me, discovering you
One mile to every inch of
Your skin like porcelain
One pair of candy lips and
Your bubblegum tongue
And if you want love we'll make it
Swim in a deep sea of blankets
I take all your big plans and break 'em
This is bound to be a while
Your body is a wonderland
Your body is a wonder, I'll use my hands
Your body is a wonderland
Something 'bout the way
Your hair falls in your face
I love the shape you take when
Crawling towards the pillowcase
You tell me where to go
And though I might leave to find it
I'll never let your head hit the bed
Without my hand behind it
You want love, we'll make it
Swim in a deep sea of blankets
I take all your big plans and break 'em
This is bound to be a while
Your body is a wonderland
Your body is a wonder, I'll use my hands
Your body is a wonderland
(I'll never speak again, again
I'll use my hands)
Damn, baby
You frustrate me
I know you're mine all mine, all mine
But you look so good it hurts sometimes
Your body is a wonderland 
Your body is a wonder, I'll use my hands
Your body is a wonderland 
Your body is a wonderland "
232,You’re Gonna Live Forever in Me,https://genius.com/John-mayer-youre-gonna-live-forever-in-me-lyrics,The Search for Everything,True,"A great big bang and dinosaurs
Fiery raining meteors
It all ends unfortunately
But you're gonna live forever in me
I guarantee, just wait and see
Parts of me were made by you
And planets keep their distance too
The moon's got a grip on the sea
And you're gonna live forever in me
I guarantee, it's your destiny
Life is full of sweet mistakes
And love's an honest one to make
Time leaves no fruit on the tree
But you're gonna live forever in me
I guarantee, it's just meant to be
And when the pastor asks the pews
For reasons he can't marry you
I'll keep my word and my seat
But you're gonna live forever in me
I guarantee, just wait and see"
233,You’re No One ’Til Someone Lets You Down,https://genius.com/John-mayer-youre-no-one-til-someone-lets-you-down-lyrics,Paradise Valley,True,"No, I've not seen you this way before
Standing a mess at my door
Well, it took you so long
But you finally found
You're no one until someone lets you down
You believed that all people are kind
And that you'd never mess with your mind
You gave her your trust
And she busted your crown
You're no one until someone lets you down
Yes, I've been told
That some people grow old
Without losing a part of their soul
But if that is true
I don't wish it on you
There's so much to adore in a heart that is blue
There's a light in your eyes that is pure
That you won't give away anymore
But just think of the things
We can talk about now
You're no one until someone lets you down
Yes, I have heard
There are some that avoid
All the pain that will come with the fall
But if that's the case
It would surely erase
All the joy that you feel
When the hurt fades away
There's a heart ticket train on the way
Waitin' to take you away
Will you please keep in mind
When it pulls into town
You're no one until someone lets you down
You're no one until someone lets you down"
